# 4, 8000
# PB Time [s]     Sig./DOM [ ]     
# t               nu_e            nu_e_bar        nu_x            nu_x_bar         
-0.395            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.393            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.391            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.389            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.387            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.385            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.383            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.381            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.379            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.377            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.375            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.373            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.371            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.369            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.367            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.365            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.363            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.361            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.359            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.357            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.355            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
